id_norma,titulo,categoria,categoria_reforma,prioridad,impacto_economico,complejidad_burocracia,legislative_action,negative_effects,reason
1086064,"ESTABLECE ÁREA DE EXCLUSIÓN DE LA PROHIBICIÓN DEL ARTÍCULO 7° DEL DECRETO LEY N° 1.939, DE 1977, RES",Acceso a la Vivienda,modificacion,6,medio,media,Reformar el decreto para incluir criterios claros que eviten distorsiones en el acceso a la vivienda y la competencia en el mercado inmobiliario.,Posibles barreras de entrada para propietarios chilenos y distorsiones en el mercado de vivienda.,"Si bien el decreto busca promover la igualdad de acceso a la vivienda para migrantes, su implementación puede generar distorsiones en el mercado inmobiliario y afectar la libre competencia. Es necesar"
1095803,"APRUEBA CUADRO NORMATIVO Y TABLA DE ESPACIOS Y USOS MÍNIMOS PARA EL MOBILIARIO, PARA PROYECTOS DEL P",Acceso a la Vivienda,simplificacion,6,medio,alta,Revisar y simplificar los requisitos de autorización para modificaciones y permitir mayor flexibilidad en el diseño de viviendas.,Puede crear barreras de entrada para desarrolladores y limitar opciones para los beneficiarios del programa.,"Si bien la norma busca mejorar la calidad de las viviendas, puede generar restricciones que afectan la libertad de diseño y construcción, limitando la innovación en el sector. Además, la burocracia as"
1206110,"MODIFICA DIVERSOS CUERPOS LEGALES, PARA PERFECCIONAR EL SISTEMA ELECTORAL Y REALIZAR LAS ELECCIONES ",,modernizacion,6,medio,media,"Revisar y ajustar los procedimientos de custodia y seguridad de urnas, y evaluar el impacto fiscal para optimizar recursos.",El aumento de costos fiscales y la complejidad logística de realizar elecciones en dos días pueden generar barreras para una implementación eficiente.,"La ley busca modernizar el sistema electoral y facilitar la participación ciudadana mediante el uso de tecnología, lo cual es positivo. Sin embargo, la implementación en dos días y el aumento de gasto"
1103997,INCENTIVA LA INCLUSIÓN DE PERSONAS CON DISCAPACIDAD AL MUNDO LABORAL,Accesibilidad Universal,simplificacion,6,medio,alta,"Revisar y flexibilizar las cuotas obligatorias, permitiendo incentivos fiscales para la contratación voluntaria de personas con discapacidad.","Barreras de entrada para PYMEs, aumento de costos administrativos, posible contratación por cumplir cuota en lugar de mérito.","Aunque la intención de promover la inclusión laboral es loable, la imposición de cuotas puede distorsionar el mercado laboral y crear cargas administrativas adicionales para las empresas, especialment"
1205686,FACILITA LA EJECUCIÓN DE PROYECTOS DE INVERSIÓN DE INTERÉS SOCIAL EN ÁREAS RURALES Y PROYECTOS DE AG,,simplificacion,6,medio,media,Revisar criterios de evaluación de proyectos y asegurar transparencia en la designación de unidades técnicas.,"Posible distorsión del mercado y dependencia de subsidios, lo que podría desalentar la inversión privada sin subsidios.","Aunque la ley busca promover el desarrollo en áreas rurales, la implementación de subsidios y la designación de unidades técnicas pueden distorsionar el mercado y crear dependencia de fondos públicos."
1023143,SOBRE ASOCIACIONES Y PARTICIPACIÓN CIUDADANA EN LA GESTIÓN PÚBLICA,Acceso a la Información Pública,simplificacion,6,medio,alta,"Simplificar el proceso de registro y reducir la burocracia asociada al Fondo de Fortalecimiento, asegurando transparencia y eficiencia en la asignación de recursos.",Barreras de entrada para nuevas organizaciones debido a requisitos de registro y potencial burocracia excesiva.,"La ley promueve la participación ciudadana y el fortalecimiento de la sociedad civil, lo cual es positivo para la democracia y la cohesión social. Sin embargo, la implementación de un registro y un fo"
213294,INCENTIVA Y NORMA EL BUEN USO DE DONACIONES QUE DAN ORIGEN A BENEFICIOS TRIBUTARIOS Y LOS EXTIENDE A,Accesibilidad Universal,simplificacion,6,medio,alta,Simplificar los procedimientos para acceder a los beneficios tributarios y reducir la burocracia asociada al registro y certificación de proyectos.,Barreras de entrada para PYMEs debido a la complejidad de los requisitos y procedimientos administrativos.,"La ley busca fomentar la filantropía mediante incentivos fiscales, lo cual es positivo para la sociedad. Sin embargo, la complejidad de los requisitos y procedimientos puede desincentivar la participa"
30651,ESTABLECE NORMAS PARA LA PLENA INTEGRACION SOCIAL DE PERSONAS CON DISCAPACIDAD,Accesibilidad Universal,simplificacion,6,medio,media,"Revisar y actualizar las normas de accesibilidad para asegurar su viabilidad económica y técnica, y simplificar los procesos de autorización y fiscalización.",Podría generar barreras de entrada para pequeñas empresas debido a los costos de adecuación de infraestructura.,"La ley tiene un propósito noble de integración social, pero su implementación puede ser mejorada para reducir burocracia y asegurar que las normas de accesibilidad sean efectivas y no impongan costos "
1197372,ESTABLECE UN BENEFICIO TRIBUTARIO TRANSITORIO Y EXTRAORDINARIO A LA COMPRA DE VIVIENDAS NUEVAS ADQUI,Acceso a la Vivienda,simplificacion,6,medio,alta,"Revisar y simplificar los requisitos para acceder al beneficio, asegurando que no se distorsione el mercado y que el beneficio sea equitativo.",Podría generar barreras de entrada para PYMEs del sector inmobiliario que no puedan competir con grandes desarrolladores beneficiados por la medida.,"Aunque la medida busca incentivar la compra de viviendas y puede estimular el sector inmobiliario, introduce complejidades fiscales y podría distorsionar el mercado al beneficiar desproporcionadamente"
28433,CREA EL MINISTERIO DE LA VIVIENDA Y URBANISMO,Acceso a la Vivienda,desregulacion,6,medio,alta,Revisar y limitar las atribuciones del ministerio en la fijación de precios y regulación del mercado de materiales de construcción.,Barreras de entrada para el sector privado en la construcción de viviendas y potencial distorsión del mercado de materiales de construcción.,"Si bien la creación de un ministerio especializado puede ser necesaria para coordinar políticas de vivienda, la ley otorga amplias atribuciones que pueden llevar a una excesiva intervención estatal en"
30712,"DISPONE APLICACION DE LA LEY N° 16.744, SOBRE SEGURO SOCIAL CONTRA RIESGOS DE ACCIDENTES DEL TRABAJO",Accidentes del Trabajo y Enfermedades Profesionales,simplificacion,6,medio,alta,Simplificar el proceso de adhesión a mutualidades eliminando la necesidad de autorizaciones previas y consultas obligatorias.,"Barreras burocráticas para la adhesión a mutualidades, lo que puede retrasar la implementación efectiva de la cobertura.","La norma busca proteger a los trabajadores del sector público, lo cual es positivo desde la perspectiva de derechos fundamentales. Sin embargo, introduce complejidades burocráticas innecesarias al req"
28650,ESTABLECE NORMAS SOBRE ACCIDENTES DEL TRABAJO Y ENFERMEDADES PROFESIONALES,Accidentes del Trabajo y Enfermedades Profesionales,modernizacion,6,medio,alta,Reformar para permitir mayor competencia entre mutualidades y opciones de aseguramiento privado.,Barreras de entrada para nuevas mutualidades y potenciales ineficiencias en la administración del seguro.,"Aunque la ley busca proteger a los trabajadores, su enfoque centralizado y obligatorio puede generar ineficiencias y falta de competencia. Un sistema más flexible podría mejorar la eficiencia y reduci"
28436,FIJA EL TEXTO REFUNDIDO DE LA LEY DE ORGANIZACIÓN Y ATRIBUCIONES DE LA SUPERINTENDENCIA DE SEGURIDAD,Accidentes del Trabajo y Enfermedades Profesionales,simplificacion,6,medio,alta,Revisar y simplificar las funciones de fiscalización para evitar duplicación con otros organismos y modernizar procesos mediante tecnología.,Barreras de entrada para nuevas entidades de seguridad social debido a la complejidad regulatoria.,"Aunque la ley busca asegurar el cumplimiento de normas de seguridad social, su estructura actual puede generar burocracia excesiva y duplicación de funciones con otros organismos. La fiscalización cen"
1124459,MODERNIZA LA LEGISLACIÓN BANCARIA,Actividad Bancaria,modernizacion,6,medio,alta,Revisar y ajustar los requerimientos de capital para equilibrar la estabilidad financiera con la promoción de la competencia bancaria.,Podría crear barreras de entrada para nuevos bancos debido a los altos requerimientos de capital y la centralización de la supervisión en la CMF.,"La ley busca mejorar la supervisión bancaria y adaptarse a estándares internacionales, lo cual es positivo. Sin embargo, la centralización de poder en la CMF podría reducir la competencia y aumentar l"
1008772,ESTABLECE NORMAS QUE PERMITEN EL ACCESO A LA INFORMACIÓN BANCARIA POR PARTE DE LA AUTORIDAD TRIBUTAR,Actividad Bancaria,simplificacion,6,medio,media,"Reformar para incluir salvaguardas más estrictas sobre el acceso a información bancaria, asegurando que solo se use en casos de sospecha razonable y con autorización judicial previa.",Barreras de entrada a PYMEs que podrían enfrentar mayor escrutinio fiscal sin recursos para defensa legal adecuada.,"Aunque la ley busca mejorar la fiscalización tributaria, podría afectar la privacidad financiera de los individuos y crear incertidumbre en el sistema bancario. Es necesario equilibrar la necesidad de"
1008413,"MODIFICA LEY GENERAL DE BANCOS, PERMITIENDO A TRABAJADORES BANCARIOS ACCEDER A CRÉDITOS OFRECIDOS PO",Actividad Bancaria,modificacion,6,medio,baja,Establecer límites y condiciones claras para el acceso a créditos por parte de trabajadores bancarios.,Posible sobreendeudamiento de trabajadores y conflictos de interés en la concesión de créditos.,"Si bien la ley busca facilitar el acceso al crédito para los trabajadores bancarios, puede generar conflictos de interés y riesgos de sobreendeudamiento. Es necesario reformar la norma para establecer"
180816,"ESTABLECE REGIMEN DE ZONA FRANCA INDUSTRIAL DE INSUMOS, PARTES Y PIEZAS PARA LA MINERIA EN LA COMUNA",Aduanas,desregulacion,6,medio,media,Revisar y limitar las exenciones fiscales para evitar distorsiones competitivas y evaluar su impacto económico real.,Barreras de entrada para empresas no ubicadas en la zona franca y potencial dependencia económica de incentivos fiscales.,"Aunque la ley busca fomentar el desarrollo económico en Tocopilla, introduce distorsiones al mercado al otorgar exenciones fiscales y aduaneras que pueden crear ventajas competitivas desiguales. Esto "
30846,INTRODUCE MODIFICACIONES A LA ORDENANZA DE ADUANAS Y A LA LEY ORGANICA DEL SERVICIO NACIONAL DE ADUA,Aduanas,simplificacion,6,medio,alta,"Revisar y simplificar los requisitos de habilitación para almacenistas y operadores de transporte multimodal, reduciendo las barreras de entrada.",Barreras de entrada para nuevos operadores debido a requisitos de solvencia económica y exclusividad de giro.,"La ley busca modernizar y hacer más eficiente el Servicio Nacional de Aduanas, pero introduce requisitos y procedimientos que pueden aumentar la burocracia y las barreras de entrada para nuevos operad"
1010459,"CREA EL MINISTERIO, EL SERVICIO DE EVALUACIÓN AMBIENTAL Y LA SUPERINTENDENCIA DEL MEDIO AMBIENTE",Cambio Climático,simplificacion,6,medio,alta,"Simplificar y agilizar los procesos de evaluación ambiental, reduciendo la burocracia y los tiempos de tramitación.",Barreras de entrada para nuevos proyectos debido a la complejidad y costos del proceso de evaluación ambiental.,"La creación de estas instituciones es fundamental para la protección del medio ambiente, pero la implementación puede generar burocracia excesiva y barreras para la inversión. Es necesario equilibrar "
29472,LEY DE MERCADO DE VALORES,Actividad Bancaria,simplificacion,6,medio,alta,"Revisar y simplificar los requisitos de inscripción y patrimoniales para corredores y agentes de valores, y reducir la carga de información continua para emisores.",Barreras de entrada para nuevos corredores y agentes de valores debido a requisitos patrimoniales y de inscripción. Complejidad en el cumplimiento de requisitos de información para emisores.,"La ley establece un marco regulatorio necesario para garantizar la transparencia y el correcto funcionamiento del mercado de valores, pero algunas de sus disposiciones pueden generar barreras de entra"
146062,"OTORGA LA CALIDAD DE EXPORTADORA A LAS EMPRESAS QUE
OPEREN O EXPLOTEN PUERTOS DE USO PUBLICO PARA LO",Administración de Puertos,simplificacion,6,medio,media,"Revisar y modificar los criterios de elegibilidad para el estatus de exportadora, asegurando que no se generen ventajas competitivas desleales.","Puede crear barreras de entrada para empresas que no operan en puertos públicos o que no cumplen con los requisitos establecidos, limitando la competencia.","Si bien la intención de fomentar la actividad exportadora es positiva, la ley puede generar una distorsión en la competencia al otorgar beneficios fiscales a un grupo específico de empresas, lo que po"
1109562,PERFECCIONA LA JUSTICIA TRIBUTARIA Y ADUANERA,Aduanas,simplificacion,6,medio,alta,Simplificar la estructura de tribunales y optimizar el proceso de digitalización para reducir costos y burocracia.,Incremento de la burocracia y potenciales barreras de entrada para PYMEs debido a la complejidad del sistema.,"La ley busca mejorar la eficiencia y eficacia del sistema de justicia tributaria y aduanera, lo cual es positivo para la seguridad jurídica y el cumplimiento tributario. Sin embargo, la implementación"
1074144,"MODIFICA LA LEY Nº 18.483, QUE ESTABLECE UN NUEVO RÉGIMEN LEGAL PARA LA INDUSTRIA AUTOMOTRIZ, EN MAT",Aduanas,simplificacion,6,medio,media,"Simplificar los requisitos de importación para trolebuses usados, promoviendo la auto-declaración y reduciendo trámites innecesarios.",Podría crear barreras de entrada para nuevos importadores debido a requisitos específicos y burocráticos.,"La norma busca facilitar la importación de trolebuses usados, lo cual podría ser positivo para modernizar el transporte público. Sin embargo, la regulación podría ser simplificada para reducir barrera"
1064172,CREA MECANISMO DE ESTABILIZACIÓN DE PRECIOS DE LOS COMBUSTIBLES QUE INDICA,Aduanas,desregulacion,6,medio,alta,Reformar el mecanismo para permitir mayor flexibilidad en la respuesta a cambios de mercado y reducir la intervención estatal directa.,"Barreras de entrada para nuevos competidores en el mercado de combustibles, distorsión de señales de precios que pueden llevar a un uso ineficiente de recursos.","La intervención en precios mediante ajustes de impuestos específicos puede distorsionar señales del mercado y desalentar la competencia, pero el objetivo de estabilidad de precios es comprensible en u"
1048518,ESTABLECE INCENTIVOS ESPECIALES PARA LAS ZONAS EXTREMAS DEL PAÍS,Aduanas,modificacion,6,medio,alta,"Revisar y ajustar los criterios de elegibilidad para los incentivos, asegurando que no se generen distorsiones significativas en el mercado y que se promueva la autosuficiencia económica a largo plazo","Barreras de entrada para empresas que no pueden acceder a los mismos beneficios fiscales en otras regiones, potencial distorsión del mercado laboral local.","Si bien la ley busca estimular el desarrollo económico en zonas aisladas, lo hace a través de subsidios y exenciones fiscales que pueden distorsionar el mercado y crear dependencia del Estado. Además,"
224988,MODIFICA LA LEY AUSTRAL EN MATERIA DE CREDITO TRIBUTARIO Y ESTABLECE LA AMPLIACION DE LA ZONA FRANCA,Aduanas,simplificacion,6,medio,alta,Simplificar los procedimientos de acceso a beneficios fiscales y revisar los tramos de inversión para evitar distorsiones competitivas.,Barreras de entrada para PYMEs debido a requisitos complejos y posibles distorsiones de mercado al favorecer a grandes inversionistas.,"Si bien la norma busca incentivar la inversión y el desarrollo económico en regiones aisladas mediante beneficios fiscales, introduce complejidades burocráticas y potenciales distorsiones de mercado q"
30222,"AUTORIZA LA ACTIVIDAD EMPRESARIAL DEL ESTADO EN
MATERIA DE ADMINISTRACION Y EXPLOTACION DE LA ZONA
F",Aduanas,desregulacion,6,medio,media,Permitir la participación de empresas privadas en la administración de la Zona Franca mediante licitaciones competitivas.,Barreras de entrada para empresas privadas interesadas en la administración de la zona franca.,"La norma establece un monopolio estatal en la administración de la Zona Franca, lo que puede limitar la competencia y la eficiencia económica. Sin embargo, la existencia de una zona franca puede tener"
30090,ESTABLECE SISTEMA DE REINTEGRO DE DERECHOS Y DEMAS GRAVAMENES ADUANEROS QUE INDICA EN FAVOR DE LOS E,Aduanas,simplificacion,6,medio,alta,"Simplificar el proceso de solicitud y reintegro, quizás mediante un sistema más automatizado y transparente.",Barreras de entrada para nuevos exportadores debido a la complejidad de los trámites y potenciales distorsiones en el mercado.,"Aunque la norma busca fomentar las exportaciones al aliviar costos para los exportadores, introduce complejidades burocráticas y puede generar distorsiones al no aplicarse de manera uniforme. Requiere"
29804,ESTABLECE UN REGIMEN PREFERENCIAL ADUANERO Y TRIBUTARIO PARA EL TERRITORIO DE LA XII REGION DE MAGAL,Aduanas,desregulacion,6,medio,media,Revisar y ajustar las exenciones fiscales para evitar distorsiones de mercado y fomentar la competencia equitativa.,Crea barreras de entrada para empresas fuera de la región y puede fomentar dependencia económica en subsidios.,"Aunque busca incentivar el desarrollo económico en una región aislada, crea distorsiones al otorgar privilegios fiscales y aduaneros específicos, lo que puede generar competencia desleal y dependencia"
28814,"MODIFICA LEY N° 16.528, DFL. N° 213, DE 1953, Y
LIBERA DE DERECHOS ADUANEROS INTERNACION QUE SEÑALA",Aduanas,simplificacion,6,medio,media,Revisar y estandarizar criterios de exención para evitar distorsiones y asegurar igualdad de condiciones para todos los actores económicos.,"Barreras de entrada para competidores que no pueden acceder a las mismas exenciones, potencial para corrupción o favoritismo en la asignación de exenciones.","Si bien la norma busca fomentar el desarrollo regional y científico mediante exenciones aduaneras, su implementación es desigual y podría generar distorsiones en el mercado al favorecer a ciertos acto"
1100197,REGULA LOS SERVICIOS SANITARIOS RURALES,Agua Potable,simplificacion,6,medio,alta,Simplificar el proceso de obtención de licencias y permitir la participación de operadores privados con fines de lucro bajo condiciones de competencia justa.,"La regulación puede crear barreras de entrada para nuevos operadores privados y aumentar la burocracia, limitando la innovación y eficiencia en la prestación de servicios.","La ley busca mejorar el acceso al agua potable y saneamiento en áreas rurales, lo cual es esencial para el desarrollo y bienestar. Sin embargo, la implementación podría ser más eficiente reduciendo bu"
283689,MODIFICA LA LEY GENERAL DE SERVICIOS SANITARIOS PARA EXIMIR A LAS VIVIENDAS SOCIALES O SUBSIDIADAS D,Agua Potable,desregulacion,6,medio,media,Reformar para incluir mecanismos de compensación a concesionarios o incentivos fiscales para fomentar la inversión privada.,Barreras de entrada para nuevos concesionarios y potencial desincentivo para la inversión privada en infraestructura sanitaria.,"Si bien la norma busca facilitar el acceso a servicios básicos para viviendas sociales, lo hace mediante la imposición de costos a los concesionarios, lo que puede distorsionar el mercado y desincenti"
30258,AUTORIZA AL ESTADO PARA DESARROLLAR ACTIVIDADES EMPRESARIALES EN MATERIA DE AGUA POTABLE Y ALCANTARI,Agua Potable,desregulacion,6,medio,media,Reducir la participación estatal en las sociedades anónimas y permitir mayor competencia privada.,Barreras de entrada para empresas privadas y posible monopolio estatal en el sector.,"La creación de sociedades anónimas puede fomentar la eficiencia y la competencia en el sector, pero la participación estatal mayoritaria y la transferencia de activos sin impuestos pueden limitar la c"
30157,LEY QUE ESTABLECE SUBSIDIO AL PAGO DE CONSUMO DE AGUA POTABLE Y SERVICIO DE ALCANTARILLADO DE AGUAS ,Agua Potable,simplificacion,6,medio,alta,"Simplificar el proceso de postulación y verificación de requisitos, y evaluar mecanismos de mercado para incentivar la eficiencia en el uso del agua.",Barreras de entrada para nuevos prestadores de servicios debido a la complejidad administrativa y dependencia de subsidios.,"Si bien el subsidio busca aliviar la carga financiera de los hogares más vulnerables, su implementación puede generar dependencia y distorsiones en el mercado del agua. Además, la burocracia asociada "
211480,REGULA NUEVA POLÍTICA DE PERSONAL A LOS FUNCIONARIOS PÚBLICOS QUE INDICA,Alta Dirección Pública,simplificacion,6,medio,alta,"Simplificar los procedimientos de evaluación y bonificación, y revisar los costos asociados al sistema de Alta Dirección Pública para asegurar su eficiencia.","Crea barreras burocráticas y costos administrativos adicionales, lo que puede dificultar la agilidad y eficiencia del sector público.","La ley busca mejorar la eficiencia del sector público mediante incentivos y un sistema de alta dirección, pero introduce complejidad burocrática y costos fiscales significativos. Aunque tiene intencio"
93381,CONCEDE ASIGNACION DE MODERNIZACION Y OTROS BENEFICIOS QUE INDICA,Alta Dirección Pública,simplificacion,6,medio,alta,Simplificar el sistema de bonificaciones y alinearlo con indicadores de desempeño claros y medibles.,Crea complejidad administrativa y puede generar desigualdades entre diferentes grupos de funcionarios.,"Aunque la intención de mejorar la eficiencia del sector público es válida, la implementación de múltiples bonificaciones y asignaciones puede generar complejidad burocrática y desigualdad en la distri"
1106037,SOBRE TENENCIA RESPONSABLE DE MASCOTAS Y ANIMALES DE COMPAÑÍA,Animales,simplificacion,6,medio,alta,"Simplificar el sistema de registros y permisos, integrando tecnología para reducir la carga burocrática.",Barreras de entrada para pequeños criadores y costos adicionales para el cumplimiento de registros y regulaciones.,"Aunque la ley busca proteger el bienestar animal y la salud pública, introduce una burocracia significativa con múltiples registros y regulaciones que podrían ser simplificados. La implementación de r"
1136113,LEY SOBRE FOMENTO A LAS ARTES ESCÉNICAS,Artistas,simplificacion,6,medio,alta,"Reformar el proceso de asignación de fondos para asegurar transparencia y eficiencia, y evaluar la necesidad de un consejo tan amplio.",Barreras de entrada para nuevos artistas que no tienen acceso a los fondos o al consejo. Potencial para favoritismo o falta de transparencia en la asignación de recursos.,"Aunque la ley busca fomentar las artes escénicas, lo cual es positivo, la creación de un consejo y un fondo puede llevar a un aumento en la burocracia estatal y el gasto público, sin un retorno claro "
1110097,"CREA EL MINISTERIO DE LAS CULTURAS, LAS ARTES Y EL PATRIMONIO",Artistas,simplificacion,6,medio,alta,Revisar y simplificar la estructura organizativa para evitar duplicación de funciones y reducir burocracia innecesaria.,"Incremento de la burocracia, potencial duplicación de funciones con otras entidades culturales.","Si bien la promoción cultural es importante, la creación de un nuevo ministerio puede incrementar la burocracia estatal y el gasto público sin un retorno claro. Es necesario evaluar la eficiencia de l"
1076447,"FIJA PORCENTAJES MÍNIMOS DE EMISIÓN DE MÚSICA NACIONAL Y MÚSICA DE RAÍZ FOLKLÓRICA ORAL, A LA RADIO ",Artistas,desregulacion,6,medio,media,Revisar el porcentaje mínimo requerido y considerar incentivos fiscales en lugar de cuotas obligatorias para fomentar la música nacional.,"Crea barreras para las emisoras al limitar su capacidad de programación según la demanda del mercado, lo que podría afectar su competitividad y sostenibilidad económica.","La ley impone restricciones a la libertad de programación de las radioemisoras, lo que puede considerarse una intervención estatal en el mercado. Sin embargo, busca fomentar la cultura nacional, lo cu"
265019,ESTABLECE NORMAS EN BENEFICIO DEL CIRCO CHILENO,Artistas,desregulacion,6,medio,media,Revisar y simplificar las regulaciones para circos extranjeros y evaluar la eliminación de privilegios tributarios para fomentar una competencia más equitativa.,Barreras de entrada para circos extranjeros y posible distorsión en la competencia debido a privilegios otorgados a circos nacionales.,"La ley busca proteger una manifestación cultural, pero introduce regulaciones que pueden crear barreras de entrada y distorsiones en el mercado circense, especialmente para circos extranjeros. Además,"
232277,SOBRE FOMENTO AUDIOVISUAL,Artistas,simplificacion,6,medio,alta,"Reformar el proceso de asignación de fondos para hacerlo más competitivo y menos dependiente de decisiones burocráticas, promoviendo la participación privada.",Barreras de entrada para nuevos actores debido a la dependencia de fondos estatales y posible favoritismo en la asignación de recursos.,"Aunque la ley busca fomentar la industria audiovisual, lo cual es positivo para la cultura y la economía, el enfoque estatal y la creación de un consejo burocrático pueden limitar la eficiencia y la i"
220680,SOBRE FOMENTO DE LA MUSICA CHILENA,Artistas,desregulacion,6,medio,media,Revisar y potencialmente reducir o flexibilizar las cuotas de música nacional en radioemisoras para fomentar una mayor competencia y diversidad.,Barreras de entrada para nuevas emisoras y potencial distorsión del mercado musical al favorecer ciertas producciones sobre otras.,"Aunque la ley busca preservar la identidad cultural, impone restricciones a la libertad económica al exigir cuotas de música nacional en las radioemisoras, lo que puede limitar la competencia y la lib"
214980,REGULA LAS CONDICIONES DE TRABAJO Y CONTRATACION DE LOS TRABAJADORES DE ARTES Y ESPECTACULOS,Artistas,simplificacion,6,medio,media,Revisar y flexibilizar las disposiciones sobre jornadas laborales y descansos para adaptarlas mejor a la naturaleza del trabajo artístico.,Podría crear barreras de entrada para nuevos empleadores en el sector de artes y espectáculos debido a la complejidad de las regulaciones específicas.,"Si bien la ley busca proteger los derechos laborales de un sector específico, introduce regulaciones que pueden ser excesivas y restrictivas para la flexibilidad laboral que caracteriza a las industri"
28850,APRUEBA NORMAS QUE FAVORECEN EL EJERCICIO Y DIFUSION DE LAS ARTES,Artistas,simplificacion,6,medio,alta,"Revisar y simplificar los artículos 2, 4, 5 y 6 para reducir la carga burocrática y financiera, permitiendo mayor flexibilidad en la gestión de obras de arte.","Barreras de entrada para la exportación de arte, cargas financieras para bancos y potenciales costos adicionales para instituciones públicas.","La ley tiene intenciones culturales positivas, pero impone restricciones burocráticas y obligaciones que pueden ser excesivas para el sector privado, como la obligación de los bancos de invertir en ar"
1038211,REGULA EL PAGO DE LAS TARIFAS ELÉCTRICAS DE LAS GENERADORAS RESIDENCIALES,Contaminación,simplificacion,6,medio,alta,Simplificar los requisitos técnicos y administrativos para la conexión de generadoras residenciales a la red.,Barreras de entrada para pequeños generadores debido a requisitos técnicos y administrativos complejos.,"La ley promueve el uso de energías renovables, lo cual es positivo, pero introduce regulaciones que pueden ser complejas y restrictivas para los usuarios finales, especialmente en lo referente a los r"
28589,"DECLARA EXENTOS DEL IMPUESTO QUE INDICA A LOS
ESPECTACULOS QUE SEÑALA",Artistas,simplificacion,6,medio,media,Simplificar el proceso de exención para espectáculos extranjeros y evaluar la eliminación de distinciones fiscales entre espectáculos nacionales y extranjeros.,Barreras burocráticas para espectáculos extranjeros y posible discriminación fiscal.,"Si bien la exención fiscal puede fomentar la cultura y el arte, la necesidad de aprobación por parte del Servicio de Impuestos Internos introduce burocracia que podría ser simplificada. Además, la dis"
1204651,ESTABLECE EL ACCESO A INTERNET COMO SERVICIO PÚBLICO DE TELECOMUNICACIONES,Ciberseguridad,simplificacion,6,medio,media,"Revisar y ajustar los artículos que podrían imponer restricciones innecesarias a la competencia, asegurando que las concesiones no se conviertan en monopolios de facto.",Podría crear barreras de entrada para nuevas empresas de telecomunicaciones y aumentar la burocracia en la gestión de concesiones.,"Aunque la intención de universalizar el acceso a Internet es positiva, la designación de Internet como servicio público puede llevar a una regulación excesiva que limite la competencia y la innovación"
1158549,LEY DE MIGRACIÓN Y EXTRANJERÍA,Diversidad Sexual,simplificacion,6,medio,alta,Simplificar procedimientos de permisos de residencia y reducir requisitos burocráticos innecesarios.,Barreras de entrada para trabajadores migrantes y potenciales costos administrativos elevados para el Estado y los migrantes.,"La ley busca ordenar y regular la migración, protegiendo derechos fundamentales, pero su implementación puede generar burocracia excesiva y barreras para la integración económica de migrantes. La ley "
274894,LEY SOBRE RECUPERACIÓN DEL BOSQUE NATIVO Y FOMENTO FORESTAL,Bosques,simplificacion,6,medio,alta,Simplificar los requisitos de los planes de manejo para pequeños propietarios y fomentar el uso de tecnología para reducir la burocracia.,Barreras de entrada para pequeños propietarios debido a requisitos técnicos y administrativos complejos.,"La ley tiene intenciones razonables de conservación y manejo sostenible de los bosques nativos, pero su implementación genera una burocracia significativa y puede crear barreras para pequeños propieta"
1195666,CREA EL SERVICIO DE BIODIVERSIDAD Y ÁREAS PROTEGIDAS Y EL SISTEMA NACIONAL DE ÁREAS PROTEGIDAS,Cambio Climático,simplificacion,6,medio,alta,Simplificar procedimientos administrativos y asegurar que las restricciones no afecten desproporcionadamente a las comunidades locales y actividades económicas sostenibles.,"Podría crear barreras para actividades económicas locales, especialmente en turismo y uso de recursos naturales, y aumentar la burocracia para la gestión de áreas protegidas.","Aunque la ley tiene un objetivo loable de conservación de la biodiversidad, su implementación podría generar una burocracia excesiva y costos fiscales significativos. Además, podría imponer restriccio"
1177286,LEY MARCO DE CAMBIO CLIMÁTICO,Cambio Climático,simplificacion,6,medio,alta,"Simplificar los procedimientos de cumplimiento y reducir la carga burocrática, especialmente para PYMEs.","Barreras de entrada a PYMEs, aumento de costos operativos para empresas, carga burocrática significativa.","Aunque la ley busca abordar un problema global significativo, su implementación puede generar una carga burocrática considerable y costos fiscales elevados sin un retorno económico claro. Además, podr"
30594,"CREA FONDO NACIONAL DE FOMENTO DEL LIBRO Y LA LECTURA, Y MODIFICA CUERPOS LEGALES QUE SEÑALA",Consejo Nacional de la Cultura y de las Artes,simplificacion,6,medio,alta,Revisar la estructura del Consejo y el Fondo para reducir burocracia y fomentar la participación privada en el financiamiento.,Barreras de entrada para nuevos actores en el mercado editorial debido a la centralización de recursos y decisiones.,"Si bien el fomento de la lectura es un objetivo cultural valioso, la creación de un fondo estatal y un consejo puede generar burocracia innecesaria y gasto público sin un retorno claro. Es necesario e"
1087285,ESTABLECE UN PROCEDIMIENTO SIMPLIFICADO PARA LA REGULARIZACIÓN DE VIVIENDAS DE AUTOCONSTRUCCIÓN,Construcciones y Sismicidad,simplificacion,6,medio,media,"Simplificar los requisitos documentales y permitir auto-declaraciones para ciertos aspectos no críticos, reduciendo costos y tiempos de tramitación.",El proceso puede crear barreras de entrada para propietarios de bajos ingresos debido a los costos asociados y la necesidad de contratar profesionales para certificar el cumplimiento de normas.,"La norma busca facilitar la regularización de viviendas autoconstruidas, lo cual es positivo para integrar estas viviendas al marco legal y mejorar las condiciones de vida. Sin embargo, el proceso pue"
